evidence_id,run,source_file,round_number,agent_id,agent_group,institution_choice,kind,action,contribution,reputation,shock_occurred,proposal_round,source_path,text,text_length
RB-19-A2-institution,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,19,2,developing,SFI,institution,institution_choice=SFI,0.0,1.36,0,0,rounds[19].agents[2].institution_reasoning,Climate/LDF mode defaults developing countries to the non-binding agreement.,76
RB-19-A2-contribution,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,19,2,developing,SFI,contribution,contribution=0.0,0.0,1.36,0,0,rounds[19].agents[2].contribution_reasoning,"The marginal return to me per unit contributed is low, and contributing zero aligns with my previous behavior.",110
RB-19-A2-belief_strategy,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,19,2,developing,SFI,belief_strategy,institution_choice=SFI,0.0,1.36,0,0,rounds[19].agents[2].belief_state.institutional_strategy,Most contributors are from the same institution.,48
RB-19-A2-belief_observations,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,19,2,developing,SFI,belief_observations,institution_choice=SFI,0.0,1.36,0,0,rounds[19].agents[2].belief_state.observations,High contributions were observed in this round.,47
RB-19-A3-institution,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,19,3,developing,SFI,institution,institution_choice=SFI,700000.0,7.52,0,0,rounds[19].agents[3].institution_reasoning,Climate/LDF mode defaults developing countries to the non-binding agreement.,76
RB-19-A3-contribution,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,19,3,developing,SFI,contribution,contribution=700000.0,700000.0,7.52,0,0,rounds[19].agents[3].contribution_reasoning,I'm choosing a moderate contribution to balance my institution's historical contributions and the current group average.,120
RB-19-A3-belief_strategy,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,19,3,developing,SFI,belief_strategy,institution_choice=SFI,700000.0,7.52,0,0,rounds[19].agents[3].belief_state.institutional_strategy,Most contributors are using the Strategy of Institutionalization (SI).,70
RB-19-A3-belief_observations,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,19,3,developing,SFI,belief_observations,institution_choice=SFI,700000.0,7.52,0,0,rounds[19].agents[3].belief_state.observations,Agents with low contributions in SFI institutions were observed.,64
RB-19-A4-institution,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,19,4,developed,SI,institution,institution_choice=SI,20000000.0,5.0,0,0,rounds[19].agents[4].institution_reasoning,Climate/LDF mode defaults developed countries to the binding treaty.,68
RB-19-A4-contribution,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,19,4,developed,SI,contribution,contribution=20000000.0,20000000.0,5.0,0,0,rounds[19].agents[4].contribution_reasoning,"Given my institution's history of high contributions and the current MCPR, I choose to contribute at a moderate level.",118
RB-19-A4-punishment,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,19,4,developed,SI,punishment,assigned_punish_total=50.0,20000000.0,5.0,0,0,rounds[19].agents[4].punishment_reasoning,Punishing free-riders and rewarding high contributors to maintain institutional credibility and cooperation.,108
RB-19-A4-deanonymized_punishment,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,19,4,developed,SI,deanonymized_punishment,assigned_punish_total=50.0,20000000.0,5.0,0,0,rounds[19].agents[4].deanonymized_punishment_reasoning,Punishing free-riders and rewarding high contributors to maintain institutional credibility and cooperation.,108
RB-19-A4-belief_strategy,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,19,4,developed,SI,belief_strategy,institution_choice=SI,20000000.0,5.0,0,0,rounds[19].agents[4].belief_state.institutional_strategy,Most contributors use the Strategy Incentives (SI) framework.,61
RB-19-A4-belief_observations,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,19,4,developed,SI,belief_observations,institution_choice=SI,20000000.0,5.0,0,0,rounds[19].agents[4].belief_state.observations,High contributions are rewarded with significant payoffs.,57
RB-19-A5-institution,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,19,5,developing,SFI,institution,institution_choice=SFI,0.0,1.36,0,0,rounds[19].agents[5].institution_reasoning,Climate/LDF mode defaults developing countries to the non-binding agreement.,76
RB-19-A5-contribution,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,19,5,developing,SFI,contribution,contribution=0.0,0.0,1.36,0,0,rounds[19].agents[5].contribution_reasoning,Low marginal return and high vulnerability index make it rational to contribute zero.,85
RB-19-A5-belief_strategy,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,19,5,developing,SFI,belief_strategy,institution_choice=SFI,0.0,1.36,0,0,rounds[19].agents[5].belief_state.institutional_strategy,Most peers follow the Selfish-Institution (SI) strategy.,56
RB-19-A5-belief_observations,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,19,5,developing,SFI,belief_observations,institution_choice=SFI,0.0,1.36,0,0,rounds[19].agents[5].belief_state.observations,High contributors in SI are rewarded with significant payoffs.,62
RB-19-A6-institution,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,19,6,developed,SI,institution,institution_choice=SI,30000000.0,5.0,0,0,rounds[19].agents[6].institution_reasoning,Climate/LDF mode defaults developed countries to the binding treaty.,68
RB-19-A6-contribution,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,19,6,developed,SI,contribution,contribution=30000000.0,30000000.0,5.0,0,0,rounds[19].agents[6].contribution_reasoning,"To maximize my cumulative payoff, I will contribute a significant amount to take advantage of the high MCPR while also considering my institution's historical contributions and the current group average.",203
RB-19-A6-punishment,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,19,6,developed,SI,punishment,assigned_punish_total=5.0,30000000.0,5.0,0,0,rounds[19].agents[6].punishment_reasoning,Punishing free-riders while rewarding cooperative and generous contributors maximizes my cumulative payoff in this round.,121
RB-19-A6-deanonymized_punishment,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,19,6,developed,SI,deanonymized_punishment,assigned_punish_total=5.0,30000000.0,5.0,0,0,rounds[19].agents[6].deanonymized_punishment_reasoning,Punishing free-riders while rewarding cooperative and generous contributors maximizes my cumulative payoff in this round.,121
RB-19-A6-belief_strategy,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,19,6,developed,SI,belief_strategy,institution_choice=SI,30000000.0,5.0,0,0,rounds[19].agents[6].belief_state.institutional_strategy,Most contributors are using the SI strategy.,44
RB-19-A6-belief_observations,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,19,6,developed,SI,belief_observations,institution_choice=SI,30000000.0,5.0,0,0,rounds[19].agents[6].belief_state.observations,High contributions from peers with SI strategy.,47
RB-19-A7-institution,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,19,7,developed,SI,institution,institution_choice=SI,50000000.0,5.24,0,0,rounds[19].agents[7].institution_reasoning,Climate/LDF mode defaults developed countries to the binding treaty.,68
RB-19-A7-contribution,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,19,7,developed,SI,contribution,contribution=50000000.0,50000000.0,5.24,0,0,rounds[19].agents[7].contribution_reasoning,"Following my institution's strategy and past contributions, I choose to contribute a significant amount to demonstrate commitment and maximize cumulative payoff.",161
RB-19-A7-punishment,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,19,7,developed,SI,punishment,assigned_punish_total=120.0,50000000.0,5.24,0,0,rounds[19].agents[7].punishment_reasoning,Punishing free-riders and rewarding contributors who balance self-interest with cooperation.,92
RB-19-A7-deanonymized_punishment,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,19,7,developed,SI,deanonymized_punishment,assigned_punish_total=120.0,50000000.0,5.24,0,0,rounds[19].agents[7].deanonymized_punishment_reasoning,Punishing free-riders and rewarding contributors who balance self-interest with cooperation.,92
RB-19-A7-belief_strategy,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,19,7,developed,SI,belief_strategy,institution_choice=SI,50000000.0,5.24,0,0,rounds[19].agents[7].belief_state.institutional_strategy,Most peers follow SI strategy.,30
RB-19-A7-belief_observations,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,19,7,developed,SI,belief_observations,institution_choice=SI,50000000.0,5.24,0,0,rounds[19].agents[7].belief_state.observations,High contributors are mostly following SI.,42
RB-19-A8-institution,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,19,8,developing,SFI,institution,institution_choice=SFI,121537.0,5.0,0,0,rounds[19].agents[8].institution_reasoning,Climate/LDF mode defaults developing countries to the non-binding agreement.,76
RB-19-A8-contribution,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,19,8,developing,SFI,contribution,contribution=121537.0,121537.0,5.0,0,0,rounds[19].agents[8].contribution_reasoning,Contribute a moderate amount based on past contributions and institutional strategy.,84
RB-19-A8-belief_strategy,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,19,8,developing,SFI,belief_strategy,institution_choice=SFI,121537.0,5.0,0,0,rounds[19].agents[8].belief_state.institutional_strategy,Most peers contribute highly in the SI institution.,51
RB-19-A8-belief_observations,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,19,8,developing,SFI,belief_observations,institution_choice=SFI,121537.0,5.0,0,0,rounds[19].agents[8].belief_state.observations,High contributors are mostly found in the SI institution.,57
RB-19-A9-institution,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,19,9,developing,SFI,institution,institution_choice=SFI,0.0,1.0,0,0,rounds[19].agents[9].institution_reasoning,Climate/LDF mode defaults developing countries to the non-binding agreement.,76
RB-19-A9-contribution,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,19,9,developing,SFI,contribution,contribution=0.0,0.0,1.0,0,0,rounds[19].agents[9].contribution_reasoning,Low marginal return and high vulnerability index make contributing zero the optimal choice.,91
RB-19-A9-belief_strategy,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,19,9,developing,SFI,belief_strategy,institution_choice=SFI,0.0,1.0,0,0,rounds[19].agents[9].belief_state.institutional_strategy,Most contributors are from the SI institution.,46
RB-19-A9-belief_observations,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,19,9,developing,SFI,belief_observations,institution_choice=SFI,0.0,1.0,0,0,rounds[19].agents[9].belief_state.observations,High contributions were observed in the SI institution.,55
RB-19-A10-institution,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,19,10,developing,SFI,institution,institution_choice=SFI,4000000.0,5.0,0,0,rounds[19].agents[10].institution_reasoning,Climate/LDF mode defaults developing countries to the non-binding agreement.,76
RB-19-A10-contribution,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,19,10,developing,SFI,contribution,contribution=4000000.0,4000000.0,5.0,0,0,rounds[19].agents[10].contribution_reasoning,"Maximizing my cumulative payoff requires balancing immediate resilience needs with long-run cooperation incentives, and contributing a significant amount to emissions reduction aligns with these goals.",201
RB-19-A10-belief_strategy,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,19,10,developing,SFI,belief_strategy,institution_choice=SFI,4000000.0,5.0,0,0,rounds[19].agents[10].belief_state.institutional_strategy,Most contributors are using the Strategy of Iterated Prisoner's Dilemma (SI).,77
RB-19-A10-belief_observations,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,19,10,developing,SFI,belief_observations,institution_choice=SFI,4000000.0,5.0,0,0,rounds[19].agents[10].belief_state.observations,"High contributions from peers with institutional strategy SI, while those with SFI contribute little.",101
RB-19-A11-institution,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,19,11,developing,SFI,institution,institution_choice=SFI,0.0,1.0,0,0,rounds[19].agents[11].institution_reasoning,Climate/LDF mode defaults developing countries to the non-binding agreement.,76
RB-19-A11-contribution,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,19,11,developing,SFI,contribution,contribution=0.0,0.0,1.0,0,0,rounds[19].agents[11].contribution_reasoning,Low marginal return and high vulnerability index make contributing zero a rational choice.,90
RB-19-A11-belief_strategy,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,19,11,developing,SFI,belief_strategy,institution_choice=SFI,0.0,1.0,0,0,rounds[19].agents[11].belief_state.institutional_strategy,Most peers contribute highly in SI institutions.,48
RB-19-A11-belief_observations,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,19,11,developing,SFI,belief_observations,institution_choice=SFI,0.0,1.0,0,0,rounds[19].agents[11].belief_state.observations,"High contributions in SI, low in SFI.",37
RB-19-A12-institution,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,19,12,developing,SFI,institution,institution_choice=SFI,1013762.0,1.36,0,0,rounds[19].agents[12].institution_reasoning,Climate/LDF mode defaults developing countries to the non-binding agreement.,76
RB-19-A12-contribution,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,19,12,developing,SFI,contribution,contribution=1013762.0,1013762.0,1.36,0,0,rounds[19].agents[12].contribution_reasoning,Contribute a moderate amount based on past contributions and institutional strategy.,84
RB-19-A12-belief_strategy,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,19,12,developing,SFI,belief_strategy,institution_choice=SFI,1013762.0,1.36,0,0,rounds[19].agents[12].belief_state.institutional_strategy,Most peers follow the SFI strategy.,35
RB-19-A12-belief_observations,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,19,12,developing,SFI,belief_observations,institution_choice=SFI,1013762.0,1.36,0,0,rounds[19].agents[12].belief_state.observations,High contributors are mostly from the SI institution.,53
RB-19-A13-institution,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,19,13,developing,SFI,institution,institution_choice=SFI,1000000.0,5.0,0,0,rounds[19].agents[13].institution_reasoning,Climate/LDF mode defaults developing countries to the non-binding agreement.,76
RB-19-A13-contribution,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,19,13,developing,SFI,contribution,contribution=1000000.0,1000000.0,5.0,0,0,rounds[19].agents[13].contribution_reasoning,I'm choosing a moderate contribution to balance my immediate needs with long-run cooperation incentives.,104
RB-19-A13-belief_strategy,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,19,13,developing,SFI,belief_strategy,institution_choice=SFI,1000000.0,5.0,0,0,rounds[19].agents[13].belief_state.institutional_strategy,Most peers follow the SI strategy.,34
RB-19-A13-belief_observations,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,19,13,developing,SFI,belief_observations,institution_choice=SFI,1000000.0,5.0,0,0,rounds[19].agents[13].belief_state.observations,"High contributors are mostly from SI, while low contributors and defectors are from SFI.",88
RB-19-A14-institution,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,19,14,developed,SI,institution,institution_choice=SI,10000000.0,5.0,0,0,rounds[19].agents[14].institution_reasoning,Climate/LDF mode defaults developed countries to the binding treaty.,68
RB-19-A14-contribution,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,19,14,developed,SI,contribution,contribution=10000000.0,10000000.0,5.0,0,0,rounds[19].agents[14].contribution_reasoning,"To maximize my cumulative payoff, I will contribute a moderate amount to balance self-interest and cooperation.",111
RB-19-A14-punishment,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,19,14,developed,SI,punishment,assigned_punish_total=8.0,10000000.0,5.0,0,0,rounds[19].agents[14].punishment_reasoning,Punishing free-riders and rewarding cooperative agents to maintain a fair balance in the institution's contributions.,117
RB-19-A14-deanonymized_punishment,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,19,14,developed,SI,deanonymized_punishment,assigned_punish_total=8.0,10000000.0,5.0,0,0,rounds[19].agents[14].deanonymized_punishment_reasoning,Punishing free-riders and rewarding cooperative agents to maintain a fair balance in the institution's contributions.,117
RB-19-A14-belief_strategy,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,19,14,developed,SI,belief_strategy,institution_choice=SI,10000000.0,5.0,0,0,rounds[19].agents[14].belief_state.institutional_strategy,"Most contributors follow the same strategy, but some deviate.",61
RB-19-A14-belief_observations,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,19,14,developed,SI,belief_observations,institution_choice=SI,10000000.0,5.0,0,0,rounds[19].agents[14].belief_state.observations,High contributions from peers with institutional strategy SI.,61
RB-19-A15-institution,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,19,15,developing,SFI,institution,institution_choice=SFI,3000000.0,5.0,0,0,rounds[19].agents[15].institution_reasoning,Climate/LDF mode defaults developing countries to the non-binding agreement.,76
RB-19-A15-contribution,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,19,15,developing,SFI,contribution,contribution=3000000.0,3000000.0,5.0,0,0,rounds[19].agents[15].contribution_reasoning,"High contribution to maximize cumulative payoff, considering MCPR and past contributions from peers.",100
RB-19-A15-belief_strategy,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,19,15,developing,SFI,belief_strategy,institution_choice=SFI,3000000.0,5.0,0,0,rounds[19].agents[15].belief_state.institutional_strategy,Most peers contribute to SI,27
RB-19-A15-belief_observations,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,19,15,developing,SFI,belief_observations,institution_choice=SFI,3000000.0,5.0,0,0,rounds[19].agents[15].belief_state.observations,"Agent 1, 2, 5, 9, and 11 are low contributors",45
RB-19-A16-institution,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,19,16,developing,SFI,institution,institution_choice=SFI,203507.0,1.36,0,0,rounds[19].agents[16].institution_reasoning,Climate/LDF mode defaults developing countries to the non-binding agreement.,76
RB-19-A16-contribution,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,19,16,developing,SFI,contribution,contribution=203507.0,203507.0,1.36,0,0,rounds[19].agents[16].contribution_reasoning,"I'm choosing a contribution that balances my immediate needs with long-run cooperation incentives, considering the MCPR and previous round data.",144
RB-19-A16-belief_strategy,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,19,16,developing,SFI,belief_strategy,institution_choice=SFI,203507.0,1.36,0,0,rounds[19].agents[16].belief_state.institutional_strategy,"Most contributors are in SI, while SFI is underrepresented.",59
RB-19-A16-belief_observations,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,19,16,developing,SFI,belief_observations,institution_choice=SFI,203507.0,1.36,0,0,rounds[19].agents[16].belief_state.observations,"High contributions from peers in SI, low contributions from those in SFI.",73
RB-19-A17-institution,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,19,17,developing,SFI,institution,institution_choice=SFI,1000000.0,1.0,0,0,rounds[19].agents[17].institution_reasoning,Climate/LDF mode defaults developing countries to the non-binding agreement.,76
RB-19-A17-contribution,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,19,17,developing,SFI,contribution,contribution=1000000.0,1000000.0,1.0,0,0,rounds[19].agents[17].contribution_reasoning,Contributing a minimal amount to balance immediate resilience needs and long-run cooperation incentives.,104
RB-19-A17-belief_strategy,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,19,17,developing,SFI,belief_strategy,institution_choice=SFI,1000000.0,1.0,0,0,rounds[19].agents[17].belief_state.institutional_strategy,Most contributors are in the SI institution.,44
RB-19-A17-belief_observations,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,19,17,developing,SFI,belief_observations,institution_choice=SFI,1000000.0,1.0,0,0,rounds[19].agents[17].belief_state.observations,High contributors are mostly in the SI institution.,51
RB-19-A18-institution,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,19,18,developed,SI,institution,institution_choice=SI,15000000.0,1.0,0,0,rounds[19].agents[18].institution_reasoning,Climate/LDF mode defaults developed countries to the binding treaty.,68
RB-19-A18-contribution,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,19,18,developed,SI,contribution,contribution=15000000.0,15000000.0,1.0,0,0,rounds[19].agents[18].contribution_reasoning,I'm choosing a moderate contribution to balance individual and collective interests.,84
RB-19-A18-punishment,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,19,18,developed,SI,punishment,assigned_punish_total=3000.0,15000000.0,1.0,0,0,rounds[19].agents[18].punishment_reasoning,Punishing free-riders and rewarding high contributors to encourage cooperation and punish non-cooperative behavior.,115
RB-19-A18-deanonymized_punishment,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,19,18,developed,SI,deanonymized_punishment,assigned_punish_total=3000.0,15000000.0,1.0,0,0,rounds[19].agents[18].deanonymized_punishment_reasoning,Punishing free-riders and rewarding high contributors to encourage cooperation and punish non-cooperative behavior.,115
RB-19-A18-belief_strategy,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,19,18,developed,SI,belief_strategy,institution_choice=SI,15000000.0,1.0,0,0,rounds[19].agents[18].belief_state.institutional_strategy,Most contributors use the SI strategy.,38
RB-19-A18-belief_observations,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,19,18,developed,SI,belief_observations,institution_choice=SI,15000000.0,1.0,0,0,rounds[19].agents[18].belief_state.observations,High contributions from peers using the SI strategy.,52
RB-19-A19-institution,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,19,19,developed,SI,institution,institution_choice=SI,50000000.0,5.0,0,0,rounds[19].agents[19].institution_reasoning,Climate/LDF mode defaults developed countries to the binding treaty.,68
RB-19-A19-contribution,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,19,19,developed,SI,contribution,contribution=50000000.0,50000000.0,5.0,0,0,rounds[19].agents[19].contribution_reasoning,"Based on my institution's history of high contributions and my internal beliefs that most peers contribute significantly to the institution, I choose a moderate contribution.",174
RB-19-A19-punishment,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,19,19,developed,SI,punishment,assigned_punish_total=10.0,50000000.0,5.0,0,0,rounds[19].agents[19].punishment_reasoning,Punishing free-riders and rewarding high contributors to maintain cooperation within our institution.,101
RB-19-A19-deanonymized_punishment,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,19,19,developed,SI,deanonymized_punishment,assigned_punish_total=10.0,50000000.0,5.0,0,0,rounds[19].agents[19].deanonymized_punishment_reasoning,Punishing free-riders and rewarding high contributors to maintain cooperation within our institution.,101
RB-19-A19-belief_strategy,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,19,19,developed,SI,belief_strategy,institution_choice=SI,50000000.0,5.0,0,0,rounds[19].agents[19].belief_state.institutional_strategy,"Most peers contribute to SI, except low-contrib SFI agents.",59
RB-19-A19-belief_observations,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,19,19,developed,SI,belief_observations,institution_choice=SI,50000000.0,5.0,0,0,rounds[19].agents[19].belief_state.observations,High-contrib agents in SI are Agent 7 and others.,49
RB-19-A20-institution,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,19,20,developed,SI,institution,institution_choice=SI,42083069.0,5.0,0,0,rounds[19].agents[20].institution_reasoning,Climate/LDF mode defaults developed countries to the binding treaty.,68
